left_compound,right_compound,left_smiles,right_smiles,tanimoto_similarity,left_pchembl,right_pchembl,delta_pchembl,left_label,right_label
CHEMBL4860352,CHEMBL5399871,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCN2)cc1,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2)cc1,0.9538461538461539,9.48,4.4,5.08,1.0,0.0
CHEMBL290331,CHEMBL297133,NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1,NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(N)=O)c3)[C@@H](Cc3ccccc3)[C@@H](O)[C@@H]2CCc2ccccc2)c1,0.9019607843137255,10.22,5.32,4.9,1.0,0.0
CHEMBL284340,CHEMBL297133,NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(N)=O)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1,NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(N)=O)c3)[C@@H](Cc3ccccc3)[C@@H](O)[C@@H]2CCc2ccccc2)c1,1.0,10.06,5.32,4.74,1.0,0.0
CHEMBL4852584,CHEMBL5418270,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCNC1)S(=O)(=O)c1ccc(N)cc1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCNC1)S(=O)(=O)c1ccc(N)cc1,0.9047619047619048,9.57,4.9,4.67,1.0,0.0
CHEMBL284942,CHEMBL298120,N=C(NO)c1cccc(CN2C(=O)N(Cc3cccc(/C(N)=N/O)c3)[C@H](CCc3ccccc3)[C@@H](O)[C@H]2Cc2ccccc2)c1,N=C(NO)c1cccc(CN2C(=O)N(Cc3cccc(/C(N)=N\O)c3)[C@@H](CCc3ccccc3)[C@H](O)[C@@H]2Cc2ccccc2)c1,1.0,10.72,6.11,4.61,1.0,
CHEMBL179761,CHEMBL181507,NC(=O)c1cccc(N2C(=O)N(c3cccc(C(N)=O)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1,NC(=O)c1cccc(N2C(=O)N(c3cccc(C(N)=O)c3)[C@@H](Cc3ccccc3)[C@@H](O)[C@@H]2CCc2ccccc2)c1,1.0,10.06,5.48,4.58,1.0,0.0
CHEMBL179103,CHEMBL179666,Nc1cc(N2C(=O)N(c3ccc(F)c(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)ccc1F,Nc1cc(N2C(=O)N(c3ccc(F)c(N)c3)[C@@H](Cc3ccccc3)[C@@H](O)[C@@H]2CCc2ccccc2)ccc1F,1.0,9.6,5.1,4.5,1.0,0.0
CHEMBL178951,CHEMBL361999,N=C(NO)c1cccc(N2C(=O)N(c3cccc(/C(N)=C\O)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1,N=C(NO)c1cccc(N2C(=O)N(c3cccc(/C(N)=C\O)c3)[C@@H](Cc3ccccc3)[C@@H](O)[C@@H]2CCc2ccccc2)c1,1.0,10.74,6.26,4.48,1.0,
CHEMBL290576,CHEMBL21291,O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1,O=C1N(Cc2ccccc2)[C@@H](Cc2ccccc2)C(O)[C@H](Cc2ccccc2)N1Cc1ccccc1,0.9333333333333333,8.47,4.05,4.420000000000001,1.0,0.0
CHEMBL4852584,CHEMBL5423048,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCNC1)S(=O)(=O)c1ccc(N)cc1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCNC1)S(=O)(=O)c1ccc(N)cc1,0.9047619047619048,9.57,5.21,4.36,1.0,0.0
CHEMBL4877646,CHEMBL5419886,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCNC2)cc1,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H]2CCNC2)cc1,0.9104477611940298,10.54,6.22,4.319999999999999,1.0,
CHEMBL120610,CHEMBL21291,O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1,O=C1N(Cc2ccccc2)[C@@H](Cc2ccccc2)C(O)[C@H](Cc2ccccc2)N1Cc1ccccc1,0.9333333333333333,8.22,4.05,4.170000000000001,1.0,0.0
CHEMBL4877646,CHEMBL5402855,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCNC2)cc1,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCNC2)cc1,0.9104477611940298,10.54,6.39,4.1499999999999995,1.0,
CHEMBL284314,CHEMBL22057,C=CCN1C(=O)N(CC=C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,C=CCN1C(=O)N(CC=C)[C@@H](Cc2ccccc2)C(O)[C@@H]1Cc1ccccc1,0.9411764705882353,8.309999999999999,4.28,4.0299999999999985,1.0,0.0
CHEMBL170316,CHEMBL170264,O=c1cc(-c2ccccc2)oc(O)c1C(CC1CC1)SC1CCCC1,O=c1cc(-c2ccccc2)oc(O)c1C(CC1CCCC1)SC1CCCCC1,0.9375,10.16,6.27,3.8900000000000006,1.0,
CHEMBL4860352,CHEMBL5421891,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCN2)cc1,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2)cc1,0.9538461538461539,9.48,5.66,3.8200000000000003,1.0,
CHEMBL289195,CHEMBL97544,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(N)=O,0.9107142857142857,9.3,5.51,3.790000000000001,1.0,
CHEMBL431306,CHEMBL21296,O=C1N(CC2CC2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CC1,O=C1N(CC2CC2)[C@@H](Cc2ccccc2)C(O)[C@H](Cc2ccccc2)N1CC1CC1,0.9411764705882353,8.7,5.05,3.6499999999999995,1.0,0.0
CHEMBL277389,CHEMBL49823,O=C1N(Cc2cccc(CO)c2)[C@H](CCc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(CO)c1,O=C1N(Cc2cccc(CO)c2)[C@@H](CCc2ccccc2)[C@H](O)[C@H](Cc2ccccc2)N1Cc1cccc(CO)c1,0.9534883720930233,9.85,6.26,3.59,1.0,
CHEMBL194856,CHEMBL1791326,CCC(C)[C@@H](NC(=O)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@H](CC(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(N)=O)C(C)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,CC[C@H](C)[C@@H](NC(=O)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@H](CC(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(N)=O)[C@H](C)O)C(=O)N[C@@H](Cc1ccc(N)cc1)C(N)=O,0.9193548387096774,8.96,5.44,3.5200000000000005,1.0,0.0
CHEMBL99616,CHEMBL99317,CC(C)CCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,0.9014084507042254,8.52,5.0,3.5199999999999996,1.0,0.0
CHEMBL69392,CHEMBL99317,CC(C)CCN(CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,0.9014084507042254,8.52,5.0,3.5199999999999996,1.0,0.0
CHEMBL179250,CHEMBL426424,Nc1cccc(N2C(=O)N(c3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1,Nc1cccc(N2C(=O)N(c3cccc(N)c3)[C@@H](Cc3ccccc3)[C@@H](O)[C@@H]2CCc2ccccc2)c1,1.0,8.77,5.32,3.4499999999999993,1.0,0.0
CHEMBL4860374,CHEMBL5418270,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C1CCNCC1)S(=O)(=O)c1ccc(N)cc1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCNC1)S(=O)(=O)c1ccc(N)cc1,0.9180327868852459,8.26,4.9,3.3599999999999994,1.0,0.0
CHEMBL297493,CHEMBL443260,COC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)OC)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1,COC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)OC)c3)[C@@H](Cc3ccccc3)[C@@H](O)[C@@H]2CCc2ccccc2)c1,1.0,8.82,5.48,3.34,1.0,0.0
CHEMBL170316,CHEMBL174342,O=c1cc(-c2ccccc2)oc(O)c1C(CC1CC1)SC1CCCC1,O=c1cc(-c2ccccc2)oc(O)c1C(CC1CC1)SC1CCCCC1,0.9787234042553191,10.16,6.83,3.33,1.0,1.0
CHEMBL83506,CHEMBL438376,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,1.0,9.64,6.32,3.3200000000000003,1.0,
CHEMBL290576,CHEMBL359098,O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1,O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@@H](O)[C@H](O)[C@H](Cc2ccccc2)N1Cc1ccccc1,1.0,8.47,5.17,3.3000000000000007,1.0,0.0
CHEMBL109952,CHEMBL58998,O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)CC(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)Cc1ccccc1,0.9333333333333333,9.16,5.92,3.24,1.0,
CHEMBL342135,CHEMBL58998,O=C(NC1c2ccccc2C[C@@H]1O)[C@H](Cc1ccccc1)CC(O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@@H]1O,O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)Cc1ccccc1,0.9333333333333333,9.16,5.92,3.24,1.0,
CHEMBL300050,CHEMBL115376,CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)OC,0.9186046511627907,9.62,6.38,3.2399999999999993,1.0,
CHEMBL300050,CHEMBL3143739,CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)OC,0.9186046511627907,9.62,6.38,3.2399999999999993,1.0,
CHEMBL300050,CHEMBL444834,CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)OC,0.9186046511627907,9.62,6.38,3.2399999999999993,1.0,
CHEMBL3349485,CHEMBL115376,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)OC,0.9186046511627907,9.62,6.38,3.2399999999999993,1.0,
CHEMBL3349485,CHEMBL3143739,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)OC,0.9186046511627907,9.62,6.38,3.2399999999999993,1.0,
CHEMBL3349485,CHEMBL444834,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)OC,0.9186046511627907,9.62,6.38,3.2399999999999993,1.0,
CHEMBL305731,CHEMBL99317,CC(C)CN(CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,1.0,8.22,5.0,3.2200000000000006,1.0,0.0
CHEMBL322241,CHEMBL99317,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,1.0,8.22,5.0,3.2200000000000006,1.0,0.0
CHEMBL298316,CHEMBL135948,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,0.9193548387096774,9.8,6.6,3.200000000000001,1.0,1.0
CHEMBL318531,CHEMBL135948,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,0.9193548387096774,9.8,6.6,3.200000000000001,1.0,1.0
CHEMBL138300,CHEMBL135948,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(O)cc1)C(=O)NC1c2ccccc2C[C@@H]1O,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,0.9193548387096774,9.8,6.6,3.200000000000001,1.0,1.0
CHEMBL194856,CHEMBL1791324,CCC(C)[C@@H](NC(=O)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@H](CC(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(N)=O)C(C)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,CC[C@H](C)[C@@H](NC(=O)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@H](CC(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(N)=O)[C@H](C)O)C(=O)N[C@H](Cc1ccc(Br)cc1)C(N)=O,0.9047619047619048,8.96,5.77,3.1900000000000013,1.0,
CHEMBL71928,CHEMBL99268,CC(C)CN(CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NC(C)(C)C,CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NC(C)(C)C,1.0,7.46,4.27,3.1900000000000004,1.0,0.0
CHEMBL99211,CHEMBL99268,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NC(C)(C)C,CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NC(C)(C)C,1.0,7.46,4.27,3.1900000000000004,1.0,0.0
CHEMBL298316,CHEMBL2092982,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@@H]1O,0.9193548387096774,9.8,6.615,3.1850000000000005,1.0,1.0
CHEMBL318531,CHEMBL2092982,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@@H]1O,0.9193548387096774,9.8,6.615,3.1850000000000005,1.0,1.0
CHEMBL138300,CHEMBL2092982,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(O)cc1)C(=O)NC1c2ccccc2C[C@@H]1O,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@@H]1O,0.9193548387096774,9.8,6.615,3.1850000000000005,1.0,1.0
CHEMBL46114,CHEMBL135948,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(CO)cc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,0.9344262295081968,9.77,6.6,3.17,1.0,1.0
CHEMBL319417,CHEMBL135948,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(C(C)(C)C)cc1)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,0.9047619047619048,9.77,6.6,3.17,1.0,1.0
CHEMBL46114,CHEMBL2092982,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(CO)cc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@@H]1O,0.9344262295081968,9.77,6.615,3.1549999999999994,1.0,1.0
CHEMBL319417,CHEMBL2092982,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(C(C)(C)C)cc1)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@@H]1O,0.9047619047619048,9.77,6.615,3.1549999999999994,1.0,1.0
CHEMBL357257,CHEMBL21291,O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H](Cc2ccccc2)N1Cc1ccccc1,O=C1N(Cc2ccccc2)[C@@H](Cc2ccccc2)C(O)[C@H](Cc2ccccc2)N1Cc1ccccc1,0.9333333333333333,7.19,4.05,3.1400000000000006,1.0,0.0
